id_pedido,cliente_id,nome_cliente,email,produto,categoria,quantidade,preco_unitario,desconto,data_pedido,estado,status,avaliacao
PED-0546,CLI-5739,Carla Mendes,carla.mendes94@gmail.com,Tablet Samsung,Eletronicos,1,415.08,2.39,05-04-2024,rj,Entregue,6
PED-0547,CLI-9481, Diego Souza,diego.souza66@gmail.com,SSD 1TB,Informatica,9,3626.54,0.13,N/A,RS,Pendente,3
PED-0216,CLI-8191,Carla Mendes,carla.mendes37@gmail.com,Webcam Logitech,TV e Video,5,2896.93,0.37,02/05/2023,S P,Entregue,3
PED-0524,CLI-1422,Elisa Ferreira,elisa.ferreira74@gmail.com,Samsung TV 55,Eletronicos,10,4517.58,0.12,07/01/2023,MG,devolvido,2
PED-0550,CLI-4644,Fabio Lima,fabio.lima21@gmail.com,Webcam Logitech,Mobile,5,479.98,0.28,2023-12-29,Sao Paulo,Entregue,1
PED-0551,CLI-7163,Diego Souza,diego.souza87@gmail.com,Monitor LG 24,Acessorios,,4215.08,0.29,2023-01-09,sp,ENTREGUE,4
PED-0552,CLI-7851, Diego Souza,diego.souza49@gmail.com,iPhone 14,TV e Video,4,,0.21,02-08-2023,RS,devolvido,5
PED-0553,CLI-5706,BRUNO COSTA,bruno.costa42@gmail.com,Mouse Logitech,Mobile,8,3993.89,0.38,2023-04-09,MG,devolvido,
PED-0554,CLI-6295,Fabio Lima,fabio.lima53@gmail.com,Samsung TV 55,Mobile,8,-3025.24,0.36,09/08/2023,GO,Cancelado,4
PED-0555,CLI-3117,Ana Silva,ana.silva93gmail.com,Notebook Dell,Acessorios,8,2078.57,0.36,23-04-2023,Rio,pendente,0
PED-0051,CLI-7125,Diego Souza,diego.souza71@gmail.com,Monitor LG 24,Informatica,6,2700.59,0.3,23/08/2023,SP,entregue,0
PED-0557,CLI-3025,ana silva,ana.silva84@gmail.com,SSD 1TB,Eletronicos,3,,0.03,2023-09-11,PR,Entregue,N/A
PED-0156,CLI-5490,Bruno Costa,bruno.costa34@gmail.com,iPhone 14,TV e Video,7,1011.71,0.17,N/A,GO,Cancelado,N/A
PED-0559,CLI-8409,Ana Silva,ana.silva51@gmail.com,SSD 1TB,Acessorios,9,2557.64,0.26,17-01-2024,sp,Entregue,2
PED-0174,CLI-5129,Fabio Lima,fabio.lima20gmail.com,Fone JBL,Mobile,10,1287.35,0.35,2023-08-27,S P,Pendente,4
PED-0561,CLI-2334,ana silva,ana.silva90gmail.com,SSD 1TB,TV e Video,8,1599.43,0.21,10-06-2024,SP,ENTREGUE,4
PED-0562,CLI-2926,Elisa Ferreira,elisa.ferreira93@gmail.com,iPhone 14,Eletronicos,7,2501.16,0.25,N/A,rj,pendente,3
PED-0563,CLI-3217,BRUNO COSTA,bruno.costa02@gmail.com,Monitor LG 24,Informatica,10,4762.38,2.55,04/08/2023,sp,Entregue,4
PED-0564,CLI-4156,ana silva,ana.silva75@gmail.com,Monitor LG 24,Mobile,6,518.84,0.22,20/08/2023,GO,Cancelado,4
PED-0157,CLI-5542, Diego Souza,diego.souza86@gmail.com,iPhone 14,Informatica,5,932.71,0.4,28/01/2024,SP,cancelado,3
PED-0566,CLI-5957,Bruno Costa,bruno.costa31@gmail.com,SSD 1TB,Eletronicos,6,435.05,0.14,11-03-2024,GO,devolvido,
PED-0567,CLI-5104,Carla  Mendes,carla..mendes56@gmail.com,Tablet Samsung,Informatica,3,4730.18,0.31,28/03/2024,RS,devolvido,N/A
PED-0568,CLI-6085,Fabio Lima,,Monitor LG 24,Informatica,7,1902.32,0.26,05-01-2024,PR,entregue,N/A
PED-0260,CLI-9938,Ana Silva,ana.silva48gmail.com,Mouse Logitech,Eletronicos,10,4125.46,0.35,10/04/2024,MG,ENTREGUE,N/A
PED-0570,CLI-1273,Fabio Lima,fabio.lima91@gmail.com,iPhone 14,Eletronicos,8,,0.21,2023-10-12,Rio,pendente,N/A
PED-0571,CLI-4255,ana silva,ana.silva23@gmail.com,Notebook Dell,Eletronicos,4,4133.99,0.11,2024-03-30,SP,Cancelado,
PED-0572,CLI-1329,Ana Silva,ana.silva28@gmail.com,iPhone 14,TV e Video,8,486.4,0.12,22-11-2023,Rio,cancelado,4
PED-0573,CLI-5469,Carla Mendes,carla.mendes38@gmail.com,Samsung TV 55,Acessorios,1,1927.59,0.14,2024-02-28,RJ,devolvido,0
PED-0574,CLI-5729,Carla  Mendes,carla..mendes71@gmail.com,Samsung TV 55,Eletronicos,10,1959.12,0.1,22-12-2023,RJ,cancelado,1
PED-0575,CLI-6879,Ana Silva,ana.silva21@gmail.com,Monitor LG 24,Informatica,8,742.09,0.07,04/02/2023,Sao Paulo,Entregue,3
PED-0576,CLI-5138, Diego Souza,diego.souza44@gmail.com,Samsung TV 55,Eletronicos,8,4055.65,0.31,13/02/2024,SP,cancelado,0
PED-0577,CLI-9586, Diego Souza,diego.souza97@gmail.com,Webcam Logitech,Acessorios,10,,0.12,04-11-2023,SP,Entregue,
PED-0578,CLI-8152,Diego Souza,diego.souza20@gmail.com,Samsung TV 55,Mobile,1,3310.11,0.19,2023-07-09,RS,entregue,6
PED-0579,CLI-3187,Fabio Lima,fabio.lima37@gmail.com,Webcam Logitech,Informatica,8,3358.76,0.21,09/04/2023,GO,Pendente,1
PED-0580,CLI-3262,Ana Silva,ana.silva28@gmail.com,Tablet Samsung,Informatica,4,1877.21,0.17,2024-02-12,GO,ENTREGUE,N/A
PED-0581,CLI-6673,Bruno Costa,bruno.costa84@gmail.com,SSD 1TB,Eletronicos,5,4794.64,0.13,19/04/2023,SP,ENTREGUE,N/A
PED-0582,CLI-8377,BRUNO COSTA,bruno.costa92@gmail.com,Notebook Dell,Mobile,7,,0.31,29-04-2023,RS,Entregue,0
PED-0583,,BRUNO COSTA,bruno.costa59@gmail.com,iPhone 14,Informatica,1,1718.72,0.1,N/A,Sao Paulo,pendente,5
PED-0584,CLI-1599,ana silva,ana.silva32@gmail.com,Notebook Dell,TV e Video,5,-934.7,0.25,06-02-2023,MG,ENTREGUE,5
PED-0585,, Diego Souza,diego.souza93@gmail.com,SSD 1TB,TV e Video,4,4597.94,0.14,2024-04-14,GO,Entregue,5
PED-0586,CLI-5967,Carla  Mendes,,Notebook Dell,Informatica,5,3621.89,0.09,2023-04-30,S P,devolvido,5
PED-0587,CLI-1306,Carla Mendes,carla.mendes36@gmail.com,Samsung TV 55,Acessorios,9,3373.63,0.04,2023-10-07,Sao Paulo,pendente,
PED-0588,CLI-1205,Fabio Lima,fabio.lima45@gmail.com,Tablet Samsung,Acessorios,10,4143.53,0.08,03/02/2024,Rio,devolvido,N/A
PED-0589,CLI-6166,BRUNO COSTA,bruno.costa04@gmail.com,Notebook Dell,TV e Video,2,3175.35,0.23,26/06/2024,S P,pendente,1
PED-0590,CLI-4462, Diego Souza,diego.souza38@gmail.com,Mouse Logitech,TV e Video,8,4948.92,0.22,2023-05-07,Rio,Pendente,4
PED-0591,CLI-7425,ana silva,ana.silva64@gmail.com,Tablet Samsung,Acessorios,6,3863.97,0.37,22-11-2023,sp,ENTREGUE,5
PED-0343,CLI-9247, Diego Souza,diego.souza74@gmail.com,SSD 1TB,Informatica,2,1947.6,0.07,30-01-2023,RS,cancelado,2
PED-0593,CLI-3870,Diego Souza,diego.souza42@gmail.com,Notebook Dell,TV e Video,7,2782.68,0.23,13-01-2024,SP,cancelado,6
PED-0594,,Ana Silva,ana.silva88@gmail.com,Samsung TV 55,Mobile,9,3224.83,0.03,2023-06-13,sp,Pendente,5
PED-0595,CLI-1653,Carla  Mendes,carla..mendes81@gmail.com,Monitor LG 24,Eletronicos,10,-3253.09,0.06,03/03/2023,RJ,Entregue,2
PED-0596,CLI-8507,BRUNO COSTA,bruno.costa97@gmail.com,Teclado Mecanico,Mobile,6,752.65,0.13,04-12-2023,PR,devolvido,5
PED-0597,CLI-3593,Elisa Ferreira,elisa.ferreira61@gmail.com,Tablet Samsung,Eletronicos,3,782.72,0.06,07-01-2024,MG,ENTREGUE,N/A
PED-0598,CLI-9467, Diego Souza,diego.souza22@gmail.com,Fone JBL,Eletronicos,4,-2936.99,0.21,04-06-2024,S P,pendente,6
PED-0599,CLI-3459,Bruno Costa,bruno.costa84@gmail.com,Monitor LG 24,Mobile,3,2445.79,0.34,19/08/2023,S P,entregue,0
PED-0600,CLI-9567,Elisa Ferreira,elisa.ferreira95@gmail.com,Fone JBL,Acessorios,1,2022.53,0.28,2023-03-23,BA,cancelado,1
